Weather_Condition,Road_Type,Road_Condition,Speed_Limit,Time_of_Day,Vehicle_Type,Driver_Age,State,City,Accident_Severity
Fog,Rural Road,Wet,35,Night,Motorcycle,32.0,Karnataka,Mangaluru,Fatal
Clear,City Street,Wet,30,Night,Bus,34.0,Uttar Pradesh,Saharanpur,Moderate
Snow,Rural Road,Normal,45,Night,Truck,36.0,Maharashtra,Nagpur,Moderate
Rain,Rural Road,Normal,35,Evening,Bus,38.0,Uttar Pradesh,Kushinagar,Minor
Rain,Highway,Potholes,100,Night,Bus,33.0,Tamil Nadu,Chennai,Fatal
Fog,Rural Road,Hill Area,55,Afternoon,Motorcycle,37.0,Delhi,South East Delhi,Fatal
Fog,Highway,Wet,200,Afternoon,Truck,53.0,Delhi,North East Delhi,Fatal
Rain,Highway,Hill Area,120,Afternoon,Car,46.0,Tamil Nadu,Madurai,Fatal
Fog,City Street,Hill Area,45,Night,Car,45.0,Karnataka,Mysuru,Severe
Rain,Rural Road,Hill Area,45,Afternoon,Car,29.0,Delhi,East Delhi,Moderate
Clear,Highway,Potholes,220,Evening,Truck,24.0,Karnataka,Mangaluru,Fatal
Rain,Highway,Hill Area,70,Night,Bus,46.0,Delhi,South East Delhi,Fatal
Fog,Rural Road,Normal,120,Afternoon,Bus,45.0,Delhi,North West Delhi,Fatal
Snow,City Street,Wet,60,Morning,Motorcycle,52.0,Karnataka,Mangaluru,Severe
Clear,Highway,Wet,80,Evening,Motorcycle,27.0,Delhi,South West Delhi,Fatal
Clear,Rural Road,Normal,70,Morning,Car,32.0,Maharashtra,Nagpur,Minor
Fog,City Street,Normal,35,Morning,Truck,16.0,Tamil Nadu,Chennai,Severe
Clear,Highway,Potholes,120,Morning,Motorcycle,30.0,Haryana,Charkhi Dadri,Fatal
Fog,Rural Road,Potholes,90,Morning,Truck,46.0,Maharashtra,Pune,Severe
Snow,Rural Road,Wet,55,Night,Motorcycle,29.0,Karnataka,Mangaluru,Fatal
Rain,Highway,Normal,150,Morning,Bus,42.0,Tamil Nadu,Madurai,Fatal
Fog,Highway,Hill Area,55,Night,Motorcycle,32.0,Delhi,East Delhi,Fatal
Fog,Rural Road,Normal,70,Night,Truck,38.0,Karnataka,Bengaluru,Fatal
Clear,City Street,Hill Area,60,Night,Bus,21.0,Delhi,East Delhi,Severe
Fog,City Street,Potholes,25,Afternoon,Truck,36.0,Haryana,Nuh,Moderate
Clear,Rural Road,Potholes,55,Morning,Motorcycle,16.0,Tamil Nadu,Coimbatore,Severe
Snow,City Street,Normal,80,Evening,Bus,32.0,Maharashtra,Nashik,Moderate
Snow,Highway,Potholes,100,Afternoon,Truck,16.0,Tamil Nadu,Coimbatore,Fatal
Fog,City Street,Wet,35,Morning,Bus,49.0,Uttar Pradesh,Raebareli,Moderate
Clear,Rural Road,Potholes,90,Evening,Bus,44.0,Karnataka,Hubli,Moderate
Clear,Highway,Normal,200,Afternoon,Motorcycle,40.0,Haryana,Gurugram,Fatal
Fog,City Street,Hill Area,80,Afternoon,Motorcycle,53.0,Maharashtra,Mumbai,Fatal
Clear,Highway,Potholes,65,Afternoon,Motorcycle,23.0,Maharashtra,Nashik,Fatal
Clear,Rural Road,Hill Area,45,Afternoon,Car,,Tamil Nadu,Salem,Minor
Fog,Highway,Wet,65,Night,Bus,46.0,Karnataka,Hubli,Fatal
Snow,Highway,Potholes,150,Afternoon,Bus,32.0,Uttar Pradesh,Sambhal,Fatal
Clear,Rural Road,Normal,35,Morning,Bus,48.0,Delhi,New Delhi,Minor
Rain,Rural Road,Potholes,70,Afternoon,Truck,21.0,Maharashtra,Nagpur,Moderate
Clear,City Street,Hill Area,80,Night,Bus,25.0,Delhi,South West Delhi,Fatal
Clear,Rural Road,Hill Area,55,Morning,Bus,,Maharashtra,Nashik,Moderate
Fog,City Street,Hill Area,60,Evening,Car,28.0,Tamil Nadu,Salem,Moderate
Rain,City Street,Potholes,30,Morning,Car,22.0,Tamil Nadu,Madurai,Minor
Snow,Highway,Hill Area,70,Evening,Truck,49.0,Karnataka,Mysuru,Fatal
Clear,Rural Road,Normal,70,Evening,Truck,31.0,Tamil Nadu,Chennai,Moderate
Snow,Rural Road,Potholes,35,Night,Truck,39.0,Karnataka,Bengaluru,Fatal
Fog,Rural Road,Normal,35,Morning,Motorcycle,28.0,Delhi,East Delhi,Severe
Fog,Rural Road,Wet,35,Night,Car,16.0,Delhi,South East Delhi,Severe
Fog,City Street,Wet,60,Evening,Bus,38.0,Maharashtra,Nashik,Moderate
Rain,City Street,Potholes,60,Afternoon,Motorcycle,16.0,Karnataka,Bengaluru,Fatal
Clear,City Street,Hill Area,30,Night,Car,34.0,Maharashtra,Nashik,Severe
Fog,City Street,Wet,45,Afternoon,Car,18.0,Haryana,Charkhi Dadri,Moderate
Fog,City Street,Potholes,60,Afternoon,Truck,58.0,Maharashtra,Nashik,Moderate
Snow,Rural Road,Wet,35,Night,Truck,45.0,Maharashtra,Mumbai,Fatal
Rain,Highway,Hill Area,55,Morning,Car,36.0,Maharashtra,Nashik,Fatal
Clear,Rural Road,Normal,70,Evening,Motorcycle,50.0,Haryana,Fatehabad,Moderate
Fog,Rural Road,Wet,70,Morning,Truck,24.0,Haryana,Karnal,Moderate
Fog,Rural Road,Wet,120,Morning,Car,41.0,Delhi,Central Delhi,Fatal
Clear,Rural Road,Wet,120,Morning,Bus,37.0,Tamil Nadu,Chennai,Fatal
Snow,Rural Road,Normal,35,Afternoon,Truck,38.0,Maharashtra,Nagpur,Moderate
Rain,Rural Road,Normal,120,Afternoon,Car,50.0,Maharashtra,Pune,Fatal
Fog,City Street,Normal,60,Afternoon,Bus,43.0,Karnataka,Mysuru,Minor
Clear,Highway,Wet,200,Night,Car,38.0,Maharashtra,Nagpur,Fatal
Fog,Highway,Potholes,120,Afternoon,Car,16.0,Delhi,Central Delhi,Fatal
Rain,Highway,Hill Area,220,Night,Truck,23.0,Tamil Nadu,Salem,Fatal
Rain,Highway,Normal,80,Evening,Truck,33.0,Uttar Pradesh,Mau,Severe
Fog,Rural Road,Potholes,70,Morning,Car,36.0,Karnataka,Hubli,Severe
Clear,Rural Road,Hill Area,90,Night,Bus,21.0,Haryana,Yamunanagar,Fatal
Fog,Highway,Hill Area,150,Evening,Car,63.0,Delhi,West Delhi,Fatal
Fog,City Street,Wet,45,Afternoon,Truck,53.0,Karnataka,Hubli,Moderate
Clear,Rural Road,Wet,55,Night,Bus,42.0,Delhi,Shahdara,Moderate
Rain,Rural Road,Normal,55,Night,Motorcycle,35.0,Tamil Nadu,Coimbatore,Severe
Rain,City Street,Potholes,45,Night,Bus,32.0,Karnataka,Mysuru,Moderate
Fog,City Street,Potholes,80,Morning,Truck,23.0,Tamil Nadu,Madurai,Severe
Snow,Highway,Normal,150,Evening,Car,35.0,Karnataka,Bengaluru,Fatal
Fog,Rural Road,Wet,70,Morning,Truck,38.0,Tamil Nadu,Madurai,Severe
Clear,Rural Road,Hill Area,35,Morning,Car,20.0,Maharashtra,Nashik,Moderate
Snow,Highway,Normal,220,Afternoon,Motorcycle,39.0,Maharashtra,Pune,Fatal
Fog,City Street,Hill Area,30,Morning,Truck,33.0,Uttar Pradesh,Prayagraj,Severe
Clear,Highway,Normal,65,Afternoon,Motorcycle,16.0,Uttar Pradesh,Aligarh,Fatal
Clear,City Street,Potholes,30,Afternoon,Car,24.0,Karnataka,Mangaluru,Minor
Rain,Highway,Wet,220,Night,Truck,30.0,Delhi,West Delhi,Fatal
Fog,Highway,Normal,55,Morning,Bus,57.0,Uttar Pradesh,Etawah,Moderate
Snow,Highway,Hill Area,120,Night,Truck,41.0,Maharashtra,Nashik,Fatal
Fog,Rural Road,Potholes,120,Morning,Motorcycle,18.0,Karnataka,Bengaluru,Fatal
Snow,City Street,Potholes,80,Night,Bus,40.0,Maharashtra,Mumbai,Fatal
Fog,Highway,Potholes,100,Evening,Motorcycle,16.0,Maharashtra,Pune,Fatal
Clear,City Street,Hill Area,80,Night,Bus,47.0,Maharashtra,Pune,Fatal
Rain,City Street,Wet,45,Evening,Bus,29.0,Uttar Pradesh,Bulandshahr,Moderate
Rain,City Street,Hill Area,25,Evening,Motorcycle,33.0,Haryana,Fatehabad,Fatal
Fog,City Street,Hill Area,80,Morning,Motorcycle,50.0,Haryana,Gurugram,Fatal
Rain,Rural Road,Potholes,90,Evening,Truck,19.0,Uttar Pradesh,Meerut,Severe
Clear,City Street,Normal,80,Evening,Motorcycle,18.0,Delhi,North West Delhi,Severe
Rain,Rural Road,Potholes,35,Night,Bus,27.0,Haryana,Ambala,Severe
Rain,City Street,Wet,45,Afternoon,Car,47.0,Uttar Pradesh,Pilibhit,Minor
Fog,Highway,Potholes,80,Evening,Motorcycle,16.0,Uttar Pradesh,Agra,Fatal
Clear,City Street,Wet,25,Evening,Motorcycle,16.0,Delhi,North West Delhi,Severe
Clear,City Street,Potholes,35,Morning,Truck,29.0,Tamil Nadu,Chennai,Moderate
Snow,Highway,Normal,80,Afternoon,Bus,41.0,Tamil Nadu,Madurai,Severe
Fog,Rural Road,Potholes,35,Afternoon,Car,49.0,Uttar Pradesh,Balrampur,Moderate
Rain,Rural Road,Potholes,55,Morning,Motorcycle,29.0,Haryana,Mahendragarh,Severe
Fog,City Street,Wet,35,Night,Bus,30.0,Haryana,Yamunanagar,Severe
Clear,Rural Road,Potholes,90,Night,Truck,48.0,Tamil Nadu,Coimbatore,Severe
Snow,City Street,Potholes,25,Morning,Motorcycle,16.0,Uttar Pradesh,Meerut,Fatal
Rain,City Street,Normal,35,Morning,Bus,30.0,Uttar Pradesh,Jalaun,Minor
Snow,Rural Road,Wet,70,Night,Car,37.0,Karnataka,Mysuru,Severe
Clear,City Street,Hill Area,45,Afternoon,Truck,40.0,Karnataka,Mangaluru,Moderate
Rain,Highway,Potholes,150,Night,Motorcycle,28.0,Karnataka,Mysuru,Fatal
Clear,Highway,Hill Area,220,Morning,Motorcycle,35.0,Tamil Nadu,Chennai,Fatal
Fog,Highway,Normal,65,Morning,Bus,16.0,Tamil Nadu,Coimbatore,Fatal
Rain,Highway,Wet,55,Evening,Car,27.0,Karnataka,Hubli,Severe
Snow,Highway,Potholes,200,Afternoon,Truck,40.0,Uttar Pradesh,Mathura,Fatal
Clear,Highway,Wet,100,Evening,Truck,23.0,Tamil Nadu,Chennai,Fatal
Clear,Rural Road,Potholes,90,Afternoon,Car,35.0,Haryana,Kurukshetra,Moderate
Fog,City Street,Potholes,80,Morning,Truck,40.0,Tamil Nadu,Coimbatore,Severe
Clear,Highway,Potholes,200,Afternoon,Bus,30.0,Maharashtra,Nagpur,Fatal
Fog,Highway,Normal,100,Morning,Motorcycle,37.0,Maharashtra,Mumbai,Fatal
Rain,Highway,Wet,80,Evening,Truck,23.0,Karnataka,Mangaluru,Severe
Clear,Rural Road,Wet,120,Night,Bus,32.0,Delhi,West Delhi,Fatal
Snow,Highway,Hill Area,70,Afternoon,Car,42.0,Uttar Pradesh,Pilibhit,Fatal
Snow,Highway,Hill Area,150,Afternoon,Truck,36.0,Tamil Nadu,Chennai,Fatal
Clear,Rural Road,Normal,45,Night,Truck,27.0,Tamil Nadu,Coimbatore,Minor
Rain,City Street,Normal,45,Evening,Bus,37.0,Haryana,Yamunanagar,Minor
,Highway,Normal,200,Evening,Truck,43.0,Tamil Nadu,Salem,Fatal
Fog,Rural Road,Potholes,35,Evening,Car,16.0,Maharashtra,Pune,Severe
Snow,City Street,Normal,80,Morning,Truck,48.0,Delhi,New Delhi,Fatal
Rain,Rural Road,Hill Area,120,Morning,Truck,30.0,Uttar Pradesh,Jaunpur,Fatal
Clear,Highway,Potholes,80,Night,Bus,40.0,Karnataka,Bengaluru,Fatal
Snow,Highway,Wet,120,Evening,Bus,49.0,Uttar Pradesh,Muzaffarnagar,Fatal
Clear,Rural Road,Wet,35,Afternoon,Bus,18.0,Tamil Nadu,Chennai,Moderate
Rain,Rural Road,Wet,55,Night,Truck,26.0,Delhi,Central Delhi,Moderate
Rain,Highway,Potholes,100,Night,Car,31.0,Delhi,South East Delhi,Fatal
Rain,Highway,Normal,70,Afternoon,Truck,25.0,Maharashtra,Pune,Severe
Rain,Rural Road,Normal,45,Night,Car,,Uttar Pradesh,Mainpuri,Moderate
Clear,Highway,Normal,55,Night,Truck,24.0,Uttar Pradesh,Lalitpur,Severe
Snow,Rural Road,Hill Area,35,Night,Bus,28.0,Haryana,Bhiwani,Fatal
Snow,Highway,Normal,55,Evening,Car,37.0,Delhi,South Delhi,Severe
Clear,City Street,Wet,80,Evening,Motorcycle,20.0,Delhi,West Delhi,Fatal
,Highway,Wet,65,Night,Car,30.0,Tamil Nadu,Madurai,Severe
,Rural Road,Potholes,70,Evening,Motorcycle,38.0,Maharashtra,Nagpur,Severe
Rain,Rural Road,Hill Area,90,Evening,Motorcycle,31.0,Karnataka,Bengaluru,Fatal
Fog,City Street,Hill Area,80,Morning,Truck,33.0,Karnataka,Hubli,Fatal
Fog,Highway,Hill Area,70,Afternoon,Motorcycle,28.0,Karnataka,Bengaluru,Fatal
Fog,City Street,Wet,30,Morning,Motorcycle,16.0,Maharashtra,Nashik,Fatal
Clear,Highway,Hill Area,80,Evening,Car,38.0,Haryana,Fatehabad,Fatal
Fog,Highway,Potholes,200,Evening,Bus,56.0,Karnataka,Mysuru,Fatal
Rain,Rural Road,Wet,35,Morning,Motorcycle,35.0,Uttar Pradesh,Barabanki,Severe
Fog,Highway,Potholes,100,Afternoon,Car,37.0,Maharashtra,Pune,Fatal
Clear,Rural Road,Hill Area,70,Night,Truck,43.0,Karnataka,Mangaluru,Severe
Snow,City Street,Potholes,25,Night,Bus,19.0,Tamil Nadu,Salem,Severe
Fog,Rural Road,Wet,70,Morning,Car,55.0,Maharashtra,Pune,Severe
Fog,Rural Road,Wet,120,Morning,Motorcycle,37.0,Tamil Nadu,Coimbatore,Fatal
Clear,Rural Road,Wet,90,Night,Car,54.0,Karnataka,Mangaluru,Severe
Snow,Highway,Normal,65,Evening,Car,26.0,Karnataka,Mysuru,Moderate
Fog,Highway,Wet,220,Afternoon,Motorcycle,56.0,Karnataka,Bengaluru,Fatal
Clear,Highway,Normal,200,Night,Bus,44.0,Uttar Pradesh,Auraiya,Fatal
Fog,Rural Road,Potholes,90,Night,Motorcycle,41.0,Tamil Nadu,Salem,Fatal
Snow,Highway,Wet,100,Morning,Bus,37.0,Delhi,East Delhi,Fatal
Snow,City Street,Potholes,25,Morning,Car,32.0,Delhi,Shahdara,Moderate
Rain,Rural Road,Potholes,45,Night,Truck,49.0,Delhi,Shahdara,Moderate
Rain,Rural Road,Hill Area,120,Evening,Motorcycle,36.0,Karnataka,Mysuru,Fatal
Clear,City Street,Potholes,25,Night,Truck,16.0,Karnataka,Bengaluru,Severe
Clear,City Street,Wet,25,Morning,Car,21.0,Haryana,Sonipat,Minor
Clear,City Street,Hill Area,25,Evening,Truck,32.0,Uttar Pradesh,Chandauli,Moderate
Rain,Rural Road,Wet,70,Night,Car,38.0,Haryana,Charkhi Dadri,Severe
Snow,Rural Road,Normal,45,Morning,Motorcycle,34.0,Uttar Pradesh,Ayodhya,Severe
Rain,Rural Road,Potholes,90,Evening,Motorcycle,49.0,Tamil Nadu,Madurai,Fatal
Snow,Rural Road,Hill Area,55,Afternoon,Car,16.0,Haryana,Panchkula,Severe
Rain,Highway,Potholes,65,Evening,Car,36.0,Karnataka,Mangaluru,Severe
Snow,Rural Road,Normal,35,Evening,Bus,16.0,Karnataka,Mysuru,Minor
Rain,City Street,Normal,60,Morning,Bus,44.0,Haryana,Rohtak,Minor
Snow,City Street,Normal,25,Afternoon,Motorcycle,33.0,Maharashtra,Pune,Fatal
Fog,Highway,Normal,220,Afternoon,Car,40.0,Karnataka,Hubli,Fatal
Clear,Rural Road,Hill Area,45,Evening,Motorcycle,24.0,Tamil Nadu,Salem,Severe
Clear,Rural Road,Wet,55,Morning,Bus,50.0,Karnataka,Mysuru,Minor
Fog,City Street,Normal,45,Morning,Truck,47.0,Haryana,Sirsa,Minor
Fog,City Street,Normal,80,Night,Truck,42.0,Delhi,South Delhi,Severe
Snow,Highway,Wet,70,Evening,Truck,33.0,Uttar Pradesh,Chandauli,Fatal
Clear,Rural Road,Wet,45,Morning,Bus,41.0,Uttar Pradesh,Ghazipur,Minor
Fog,City Street,Potholes,80,Morning,Car,26.0,Tamil Nadu,Chennai,Fatal
Snow,City Street,Wet,80,Evening,Motorcycle,45.0,Haryana,Yamunanagar,Fatal
,Rural Road,Potholes,55,Afternoon,Motorcycle,54.0,Delhi,South West Delhi,Severe
Fog,City Street,Normal,35,Morning,Bus,47.0,Uttar Pradesh,Azamgarh,Moderate
Snow,Highway,Potholes,80,Morning,Motorcycle,26.0,Karnataka,Mangaluru,Fatal
Rain,City Street,Normal,35,Evening,Motorcycle,39.0,Uttar Pradesh,Bhadohi,Severe
Clear,Rural Road,Normal,35,Afternoon,Bus,19.0,Delhi,West Delhi,Minor
Rain,City Street,Hill Area,60,Evening,Motorcycle,41.0,Haryana,Rohtak,Fatal
Clear,Rural Road,Wet,70,Afternoon,Bus,40.0,Karnataka,Hubli,Moderate
Rain,Highway,Potholes,65,Afternoon,Truck,16.0,Tamil Nadu,Salem,Severe
Clear,Highway,Wet,100,Morning,Truck,21.0,Maharashtra,Pune,Severe
Snow,Highway,Hill Area,100,Night,Truck,31.0,Tamil Nadu,Coimbatore,Fatal
Rain,Highway,Potholes,200,Afternoon,Truck,31.0,Maharashtra,Pune,Fatal
Clear,Rural Road,Hill Area,90,Night,Motorcycle,20.0,Uttar Pradesh,Amethi,Fatal
Snow,City Street,Wet,30,Evening,Truck,39.0,Uttar Pradesh,Sonbhadra,Moderate
Rain,Rural Road,Potholes,45,Evening,Car,38.0,Karnataka,Mangaluru,Moderate
Clear,Rural Road,Potholes,70,Afternoon,Motorcycle,32.0,Tamil Nadu,Madurai,Severe
Rain,Rural Road,Hill Area,55,Night,Motorcycle,25.0,Maharashtra,Pune,Fatal
Fog,City Street,Potholes,60,Morning,Motorcycle,47.0,Karnataka,Bengaluru,Fatal
Clear,Highway,Potholes,80,Evening,Truck,54.0,Tamil Nadu,Salem,Severe
Snow,Rural Road,Hill Area,90,Night,Bus,29.0,Karnataka,Hubli,Fatal
Fog,Highway,Hill Area,150,Morning,Bus,27.0,Uttar Pradesh,Prayagraj,Fatal
Clear,City Street,Hill Area,60,Morning,Car,40.0,Delhi,North Delhi,Moderate
Fog,Highway,Potholes,150,Night,Bus,30.0,Maharashtra,Nashik,Fatal
Clear,Rural Road,Potholes,35,Morning,Bus,33.0,Delhi,West Delhi,Minor
,Rural Road,Potholes,120,Evening,Truck,43.0,Haryana,Kaithal,Fatal
Snow,Rural Road,Hill Area,35,Evening,Car,16.0,Maharashtra,Nagpur,Fatal
Fog,City Street,Wet,30,Night,Motorcycle,50.0,Maharashtra,Mumbai,Fatal
Rain,Rural Road,Hill Area,90,Morning,Bus,35.0,Uttar Pradesh,Shravasti,Severe
Snow,City Street,Normal,25,Evening,Car,30.0,Haryana,Karnal,Minor
Snow,Rural Road,Hill Area,90,Night,Truck,33.0,Karnataka,Mangaluru,Fatal
Fog,Highway,Potholes,150,Afternoon,Bus,34.0,Tamil Nadu,Chennai,Fatal
Snow,Rural Road,Potholes,35,Afternoon,Car,16.0,Uttar Pradesh,Bahraich,Moderate
Rain,City Street,Hill Area,25,Evening,Car,52.0,Tamil Nadu,Coimbatore,Severe
Snow,Highway,Hill Area,200,Night,Motorcycle,35.0,Tamil Nadu,Salem,Fatal
Rain,City Street,Potholes,80,Night,Truck,40.0,Delhi,North Delhi,Fatal
Rain,City Street,Potholes,45,Evening,Truck,46.0,Uttar Pradesh,Gorakhpur,Moderate
Rain,Highway,Normal,120,Morning,Truck,22.0,Haryana,Jhajjar,Fatal
Fog,Highway,Hill Area,200,Morning,Bus,40.0,Haryana,Faridabad,Fatal
Snow,City Street,Hill Area,45,Night,Bus,31.0,Haryana,Yamunanagar,Fatal
Fog,Highway,Hill Area,220,Night,Motorcycle,45.0,Uttar Pradesh,Amroha,Fatal
Fog,City Street,Hill Area,80,Evening,Motorcycle,16.0,Uttar Pradesh,Hardoi,Fatal
Snow,Rural Road,Potholes,120,Afternoon,Motorcycle,33.0,Haryana,Palwal,Fatal
Snow,Highway,Wet,220,Night,Bus,27.0,Karnataka,Hubli,Fatal
Snow,Highway,Potholes,200,Afternoon,Car,40.0,Karnataka,Hubli,Fatal
Clear,City Street,Hill Area,25,Evening,Truck,40.0,Maharashtra,Mumbai,Severe
Fog,Highway,Wet,55,Morning,Car,,Delhi,West Delhi,Severe
Clear,City Street,Potholes,30,Night,Motorcycle,26.0,Uttar Pradesh,Sambhal,Severe
Snow,Rural Road,Potholes,120,Evening,Truck,33.0,Tamil Nadu,Madurai,Fatal
Snow,Highway,Potholes,150,Afternoon,Truck,24.0,Uttar Pradesh,Basti,Fatal
,Rural Road,Normal,90,Morning,Motorcycle,45.0,Karnataka,Bengaluru,Fatal
Clear,Highway,Wet,65,Evening,Motorcycle,30.0,Karnataka,Bengaluru,Fatal
Snow,Highway,Normal,200,Morning,Motorcycle,16.0,Tamil Nadu,Coimbatore,Fatal
Fog,City Street,Normal,45,Evening,Motorcycle,30.0,Karnataka,Hubli,Severe
Fog,Rural Road,Hill Area,120,Morning,Motorcycle,22.0,Uttar Pradesh,Pilibhit,Fatal
Fog,Rural Road,Hill Area,120,Afternoon,Car,16.0,Uttar Pradesh,Kushinagar,Fatal
Snow,City Street,Potholes,35,Evening,Car,20.0,Tamil Nadu,Chennai,Severe
Rain,Rural Road,Wet,70,Morning,Truck,36.0,Tamil Nadu,Coimbatore,Moderate
Snow,Highway,Potholes,220,Evening,Bus,50.0,Uttar Pradesh,Ghaziabad,Fatal
Rain,Highway,Normal,80,Evening,Car,38.0,Maharashtra,Mumbai,Fatal
Fog,City Street,Normal,30,Evening,Bus,27.0,Maharashtra,Nashik,Minor
Clear,City Street,Hill Area,35,Evening,Truck,40.0,Maharashtra,Nashik,Moderate
Rain,Highway,Wet,55,Evening,Motorcycle,29.0,Maharashtra,Mumbai,Fatal
Rain,Rural Road,Hill Area,120,Afternoon,Motorcycle,26.0,Delhi,South East Delhi,Fatal
Fog,City Street,Hill Area,25,Night,Motorcycle,21.0,Delhi,North Delhi,Fatal
Snow,Highway,Wet,80,Morning,Truck,16.0,Maharashtra,Nagpur,Fatal
Fog,City Street,Normal,80,Evening,Truck,30.0,Tamil Nadu,Madurai,Moderate
Clear,City Street,Potholes,80,Evening,Car,36.0,Tamil Nadu,Madurai,Moderate
Rain,Rural Road,Hill Area,70,Evening,Motorcycle,33.0,Tamil Nadu,Chennai,Fatal
Snow,Rural Road,Wet,45,Afternoon,Truck,30.0,Delhi,South West Delhi,Moderate
Clear,Rural Road,Normal,55,Morning,Truck,23.0,Tamil Nadu,Chennai,Moderate
Rain,City Street,Wet,80,Afternoon,Motorcycle,42.0,Haryana,Faridabad,Fatal
Fog,Rural Road,Wet,90,Morning,Car,19.0,Haryana,Charkhi Dadri,Fatal
Rain,City Street,Wet,80,Evening,Car,44.0,Delhi,North East Delhi,Severe
Clear,Highway,Wet,120,Morning,Motorcycle,22.0,Uttar Pradesh,Kaushambi,Fatal
Clear,Highway,Potholes,100,Afternoon,Car,25.0,Haryana,Bhiwani,Severe
Clear,City Street,Hill Area,80,Morning,Car,17.0,Delhi,South West Delhi,Fatal
Snow,Rural Road,Potholes,120,Evening,Motorcycle,28.0,Karnataka,Hubli,Fatal
Rain,Rural Road,Potholes,120,Evening,Motorcycle,46.0,Delhi,South East Delhi,Fatal
Clear,Highway,Hill Area,150,Evening,Motorcycle,41.0,Haryana,Bhiwani,Fatal
Clear,Rural Road,Normal,120,Morning,Bus,46.0,Delhi,Shahdara,Severe
Clear,Highway,Normal,70,Afternoon,Truck,41.0,Uttar Pradesh,Gonda,Moderate
Fog,Rural Road,Wet,35,Night,Truck,21.0,Haryana,Yamunanagar,Severe
Snow,Rural Road,Hill Area,45,Afternoon,Bus,31.0,Tamil Nadu,Salem,Moderate
Rain,Rural Road,Potholes,35,Night,Car,25.0,Uttar Pradesh,Agra,Severe
Rain,Highway,Potholes,200,Night,Truck,50.0,Haryana,Rewari,Fatal
Rain,Highway,Wet,100,Morning,Car,20.0,Uttar Pradesh,Pilibhit,Fatal
Fog,Rural Road,Wet,35,Evening,Truck,45.0,Tamil Nadu,Salem,Minor
Snow,Highway,Potholes,120,Evening,Truck,45.0,Uttar Pradesh,Amroha,Fatal
Rain,Rural Road,Hill Area,90,Morning,Bus,56.0,Delhi,North East Delhi,Severe
Rain,Highway,Potholes,200,Morning,Bus,30.0,Maharashtra,Nagpur,Fatal
Fog,City Street,Potholes,80,Morning,Car,43.0,Maharashtra,Mumbai,Fatal
Fog,City Street,Potholes,35,Afternoon,Car,62.0,Delhi,Shahdara,Moderate
Fog,Highway,Wet,120,Night,Bus,27.0,Uttar Pradesh,Lalitpur,Fatal
Rain,Highway,Wet,70,Night,Car,16.0,Karnataka,Mysuru,Fatal
Clear,Highway,Wet,100,Night,Car,16.0,Maharashtra,Nashik,Fatal
Clear,Rural Road,Normal,35,Afternoon,Car,43.0,Haryana,Karnal,Minor
Snow,Rural Road,Wet,90,Afternoon,Motorcycle,16.0,Maharashtra,Mumbai,Fatal
Snow,City Street,Normal,30,Evening,Truck,30.0,Maharashtra,Nashik,Minor
Snow,Highway,Hill Area,120,Night,Truck,40.0,Uttar Pradesh,Ayodhya,Fatal
Rain,Rural Road,Hill Area,90,Night,Car,37.0,Tamil Nadu,Madurai,Fatal
Fog,City Street,Hill Area,30,Afternoon,Truck,40.0,Maharashtra,Pune,Severe
Clear,Highway,Wet,55,Afternoon,Truck,37.0,Maharashtra,Pune,Severe
Snow,City Street,Potholes,60,Night,Bus,50.0,Karnataka,Hubli,Severe
Fog,City Street,Potholes,60,Afternoon,Bus,23.0,Maharashtra,Nagpur,Moderate
Fog,City Street,Wet,25,Morning,Truck,26.0,Maharashtra,Pune,Severe
Snow,City Street,Potholes,35,Afternoon,Bus,25.0,Maharashtra,Nashik,Moderate
Clear,Rural Road,Potholes,55,Night,Truck,44.0,Karnataka,Hubli,Moderate
Clear,Rural Road,Hill Area,55,Night,Motorcycle,45.0,Maharashtra,Pune,Fatal
Snow,City Street,Normal,60,Evening,Bus,40.0,Maharashtra,Mumbai,Severe
Fog,Rural Road,Hill Area,45,Afternoon,Car,49.0,Delhi,South West Delhi,Severe
Rain,Highway,Normal,120,Night,Truck,20.0,Delhi,East Delhi,Fatal
Rain,Highway,Potholes,220,Afternoon,Truck,55.0,Tamil Nadu,Madurai,Fatal
Snow,Rural Road,Wet,90,Night,Bus,53.0,Karnataka,Bengaluru,Fatal
Fog,Rural Road,Normal,45,Morning,Car,43.0,Maharashtra,Mumbai,Moderate
Snow,Rural Road,Normal,120,Morning,Motorcycle,56.0,Haryana,Palwal,Fatal
Snow,Rural Road,Hill Area,55,Night,Bus,16.0,Delhi,North West Delhi,Fatal
Snow,City Street,Normal,45,Evening,Truck,28.0,Tamil Nadu,Coimbatore,Minor
Fog,City Street,Potholes,25,Night,Truck,26.0,Karnataka,Mysuru,Severe
Rain,City Street,Potholes,80,Morning,Car,43.0,Tamil Nadu,Coimbatore,Severe
Fog,City Street,Wet,35,Evening,Car,22.0,Haryana,Charkhi Dadri,Moderate
Rain,Rural Road,Wet,55,Morning,Bus,44.0,Karnataka,Mangaluru,Minor
Clear,Highway,Hill Area,120,Afternoon,Bus,51.0,Maharashtra,Pune,Fatal
Fog,Rural Road,Potholes,90,Evening,Bus,43.0,Delhi,South Delhi,Severe
Fog,City Street,Normal,35,Morning,Car,38.0,Karnataka,Hubli,Moderate
